month,name,age,description,image,link,status
2,Marco,87,Pintor e fotógrafo,https://imagens.publico.pt/imagens.aspx/1887002?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/02/27/culturaipsilon/noticia/fotojornalista-marco-morre-87-anos-porto-2081881,Publicado
2,Richard Lewis,76,Comediante e compincha de Larry David,https://imagens.publico.pt/imagens.aspx/1887418?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/02/28/culturaipsilon/noticia/morreu-richard-lewis-comediante-compincha-larry-david-2082011,Publicado
2,Paolo Taviani,92,Um cineasta poético e político,https://imagens.publico.pt/imagens.aspx/1887862?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/01/culturaipsilon/noticia/paolo-taviani-19312024-cineasta-poetico-politico-2082156,Publicado
3,Iris Apfel,102,A norte-americana que se tornou um ícone irreverente da moda,https://imagens.publico.pt/imagens.aspx/1888405?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/02/impar/noticia/morreu-iris-apfel-icone-moda-102-anos-2082315,Publicado
3,Ramón Masats,92,O “Cartier-Bresson” da fotografia espanhola,https://imagens.publico.pt/imagens.aspx/1889312?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/05/culturaipsilon/noticia/morreu-ramon-masats-cartierbresson-fotografia-espanhola-2082629,Publicado
3,António-Pedro Vasconcelos,84,O cineasta que acreditava no grande público,https://imagens.publico.pt/imagens.aspx/1889495?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/06/culturaipsilon/noticia/morreu-realizador-antoniopedro-vasconcelos-2082582,Publicado
3,Paulo Curado,63,Saxofonista e flautista de jazz,https://imagens.publico.pt/imagens.aspx/1890158?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/07/culturaipsilon/noticia/paulo-curado-19602024-saxofonista-flautista-jazz-morre-63-anos-2082929,Publicado
3,Estrela Novais,70,"Actriz no palco e no ecrã, lutadora nos bastidores",https://imagens.publico.pt/imagens.aspx/1890590?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/08/culturaipsilon/noticia/estrela-novais-19532024-actriz-palco-ecra-lutadora-bastidores-2083039,Publicado
3,Akira Toriyama,68,Autor de culto da banda desenhada japonesa,https://imagens.publico.pt/imagens.aspx/1890585?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/08/culturaipsilon/noticia/akira-toriyama-19552024-so-queria-entreter-leitores-dragon-ball-conquistou-mundo-2083049,Publicado
3,Edward Bond,89,O dramaturgo que autopsiou o apocalipse,https://imagens.publico.pt/imagens.aspx/1890776?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/10/culturaipsilon/noticia/edward-bond-19342024-dramaturgo-autopsiou-apocalipse-2082690,Publicado
3,Eric Carmen,74,Autor de <em>All by myself</em>,https://imagens.publico.pt/imagens.aspx/1891688?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/12/culturaipsilon/noticia/morreu-eric-carmen-escreveu-all-by-myself-2083353,Publicado
3,Miguel Gullander,48,Um escritor que viveu para ensinar,https://imagens.publico.pt/imagens.aspx/1891846?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/12/culturaipsilon/noticia/miguel-gullander-19752024-escritor-viveu-ensinar-2083422,Publicado
3,Paul Alexander,78,O homem que viveu 70 anos com um pulmão de aço,https://imagens.publico.pt/imagens.aspx/1892243?tp=UH&db=IMAGENS&type=PNG&w=500&act=resize,https://www.publico.pt/2024/03/13/ciencia/noticia/morreu-paul-alexander-vivia-ha-70-anos-pulmao-ferro-2083590,Publicado
3,Nuno Júdice,74,Poeta de um eterno retorno,https://imagens.publico.pt/imagens.aspx/1892906?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/17/culturaipsilon/noticia/morreu-nuno-judice-poeta-eterno-retorno-2083925,Publicado
3,Steve Harley,73,Líder dos Cockney Rebel,https://imagens.publico.pt/imagens.aspx/1892903?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/18/culturaipsilon/noticia/steve-harley-lider-cockney-rebel-morre-73-anos-2083923,Publicado
3,Gylan Kain,81,Fundador dos Last Poets e pioneiro do rap,https://imagens.publico.pt/imagens.aspx/1893471?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/19/culturaipsilon/noticia/morreu-gylan-kain-fundador-last-poets-pioneiro-rap-2084164,Publicado
3,M. Emmet Walsh,88,Um dos reis entre os actores secundários de Hollywood,https://imagens.publico.pt/imagens.aspx/1893899?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/21/culturaipsilon/noticia/morreu-m-emmet-walsh-reis-actores-secundarios-hollywood-2084392,Publicado
3,António Évora,82,Actor fez carreira com o Teatro Experimental de Cascais,https://imagens.publico.pt/imagens.aspx/1894010?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/21/culturaipsilon/noticia/actor-portugues-antonio-evora-morre-82-anos-2084428,Publicado
3,Gina Santos,86,Actriz integrou o Grupo de Teatro dirigido por Manuela Porto,https://imagens.publico.pt/imagens.aspx/1894047?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/21/culturaipsilon/noticia/actriz-gina-santos-morre-86-anos-2084445,Publicado
3,Maurizio Pollini,82,Uma lenda moderna do piano,https://imagens.publico.pt/imagens.aspx/1894637?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/23/culturaipsilon/noticia/morreu-maurizio-pollini-lenda-piano-2084676,Publicado
3,Rose Dugdale,82,Ladra de arte e bombista do IRA,https://imagens.publico.pt/imagens.aspx/1894696?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/24/mundo/noticia/rose-dugdale-19412024-ladra-arte-bombista-ira-2084607,Publicado
3,Peter Eötvös,80,Uma enorme obra musical esculpida em filigrana,https://imagens.publico.pt/imagens.aspx/1894817?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/24/culturaipsilon/noticia/peter-eotvos-19442024-enorme-obra-musical-esculpida-filigrana-2084738,Publicado
3,Laurent de Brunhoff ,98,O ilustrador que celebrizou o elefante Babar,https://imagens.publico.pt/imagens.aspx/1894906?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/25/culturaipsilon/noticia/laurent-brunhoff-autor-elefante-babar-morre-98-anos-2084790,Publicado
3,Richard Serra,85,A sua escultura mostrava que o mundo se abate sobre nós,https://imagens.publico.pt/imagens.aspx/1895523?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/27/culturaipsilon/noticia/morreu-richard-serra-cuja-escultura-mostrava-mundo-abate-2085003,Publicado
3,Louis Gossett Jr.,87,O sargento de <em>Oficial e Cavalheiro</em>,https://imagens.publico.pt/imagens.aspx/1896210?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/03/29/culturaipsilon/noticia/morreu-louis-gosset-jr-sargento-oficial-cavalheiro-2085286,Publicado
4,Maryse Condé,90,A voz mais importante das letras das Caraíbas,https://imagens.publico.pt/imagens.aspx/1896753?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/02/culturaipsilon/noticia/morreu-escritora-maryse-conde-voz-importante-letras-caraibas-2085558,Publicado
4,Vítor Bandeira,92,"Viajante inveterado, arqueólogo autodidacta",https://imagens.publico.pt/imagens.aspx/1897440?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/04/culturaipsilon/noticia/morreu-vitor-bandeira-aventureiro-ajudou-fundar-museu-nacional-etnologia-2085854,Publicado
4,Herbert Kroemer,95,O físico que abriu a auto-estrada do mundo digital,https://imagens.publico.pt/imagens.aspx/1897874?tp=UH&db=IMAGENS&type=PNG&w=500&act=resize,https://www.publico.pt/2024/04/07/ciencia/noticia/herbert-kroemer-19282024-fisico-abriu-autoestrada-mundo-digital-2086028,Publicado
4,Ziraldo,91,O génio que desenhou o Brasil e a infância,https://imagens.publico.pt/imagens.aspx/1898263?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/07/culturaipsilon/noticia/morreu-ziraldo-criador-menino-maluquinho-2086178,Publicado
4,Eugénio Lisboa,93,"Ensaísta, poeta e crítico cultural",https://imagens.publico.pt/imagens.aspx/1898631?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/09/culturaipsilon/noticia/morreu-poeta-eugenio-lisboa-2086377,Publicado
4,Trina Robbins,85,Uma vida dedicada às mulheres na banda desenhada,https://imagens.publico.pt/imagens.aspx/1899802?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/12/culturaipsilon/noticia/trina-robbins-19382024-vida-dedicada-mulheres-banda-desenhada-2086831,Publicado
4,Roberto Cavalli,83,O designer italiano que levou a natureza para a passerelle,https://imagens.publico.pt/imagens.aspx/1899958?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/12/impar/noticia/estilista-roberto-cavalli-morre-83-anos-2086903,Publicado
4,René Pélissier,88,"Historiador da colonização, corrector de mitos e vulgatas",https://imagens.publico.pt/imagens.aspx/1900042?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/14/culturaipsilon/noticia/rene-pelissier-19352024-historiador-colonizacao-corrector-mitos-vulgatas-2086718,Publicado
4,Rico Wade,52,Grande arquitecto do som do rap do <em>Dirty South</em>,https://imagens.publico.pt/imagens.aspx/1900502?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/15/culturaipsilon/noticia/rico-wade-19722024-arquitecto-som-rap-dirty-south-2087123,Publicado
4,Dickey Betts,80,Lendário guitarrista e fundador dos Allman Brothers,https://imagens.publico.pt/imagens.aspx/1901635?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/19/culturaipsilon/noticia/morreu-dickey-betts-lendario-guitarrista-fundador-allman-brothers-2087564?ref=obituario&cx=page__content,Publicado
4,Akebono Taro,54,O <em>yokozuna</em> que veio do Havai,https://imagens.publico.pt/imagens.aspx/1901947?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/21/desporto/noticia/akebono-taro-19692024-yokozuna-veio-havai-2087252,Publicado
4,Terry Anderson,76,O repórter que suportou 2454 dias como refém do Hezbollah,https://imagens.publico.pt/imagens.aspx/1902283?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/22/mundo/noticia/morreu-terry-anderson-reporter-sobreviveu-2454-dias-refem-hezbollah-2087930,Publicado
4,Michael Cuscuna,75,Um dos grandes respigadores da história do jazz,https://imagens.publico.pt/imagens.aspx/1902544?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/23/culturaipsilon/noticia/morreu-produtor-michael-cuscuna-respigadores-historia-jazz-2088003,Publicado
4,Sérgio Ribeiro,88,Antigo deputado e eurodeputado do PCP,https://imagens.publico.pt/imagens.aspx/1904277?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/04/29/politica/noticia/morreu-antigo-deputado-eurodeputado-pcp-sergio-ribeiro-2088643,Publicado
4,Paul Auster,77,“Que coisa estranha aconteceu a este rapazinho”,https://imagens.publico.pt/imagens.aspx/1904800?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/01/culturaipsilon/noticia/paul-auster-19472024-estranha-aconteceu-rapazinho-2088877,Publicado
4,Duane Eddy,86,O guitarrista <em>twangy</em> que mudou o rock’n’roll,https://imagens.publico.pt/imagens.aspx/1904994?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/02/culturaipsilon/noticia/duane-eddy-19382024-guitarrista-twangy-mudou-rocknroll-2088964,Publicado
4,Werner Spitz,97,“Médico-detective” e “pai” da patologia forense moderna,https://imagens.publico.pt/imagens.aspx/1905718?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/05/mundo/noticia/werner-spitz-19262024-medicodetective-pai-patologia-forense-moderna-2088942,Publicado
5,Kim Ki-nam,94,Chefe da propaganda da Coreia do Norte,https://imagens.publico.pt/imagens.aspx/1906652?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/08/mundo/noticia/morreu-chefe-propaganda-coreia-norte-ajudou-endeusar-familia-kim-2089685,Publicado
5,Steve Albini,61,"Lenda anti-indústria, “engenheiro” do indie rock",https://imagens.publico.pt/imagens.aspx/1906715?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/08/culturaipsilon/noticia/morreu-steve-albini-lenda-indie-rock-2089724,Publicado
5,Giovanna Marini,87,Compositora e cantora italiana,https://imagens.publico.pt/imagens.aspx/1907486?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/11/culturaipsilon/noticia/morreu-compositora-cantora-italiana-giovanna-marini-2090086,Publicado
5,César Menotti,85,Seleccionador campeão mundial com a Argentina,https://imagens.publico.pt/imagens.aspx/1907590?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/12/desporto/noticia/cesar-menotti-19382024-bola-nao-estrategia-necessidade-2089999,Publicado
5,Roger Corman,98,Mestre pragmático do cinema independente,https://imagens.publico.pt/imagens.aspx/1907628?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/12/culturaipsilon/noticia/morreu-roger-corman-mestre-pragmatico-cinema-independente-genero-2090143,Publicado
5,Paulo César Pereio,83,Um ícone rebelde do cinema brasileiro,https://imagens.publico.pt/imagens.aspx/1907978?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/13/culturaipsilon/noticia/paulo-cesar-pereio-icone-rebelde-cinema-brasileiro-2090319,Publicado
5,Manuel Alves,72,Um criador em constante reinvenção,https://imagens.publico.pt/imagens.aspx/1908086?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/14/impar/noticia/morreu-criador-manuel-alves-dupla-alvesgoncalves-72-anos-2090374,Publicado
5,Casimiro de Brito,86,Uma poesia da exaltação erótica,https://imagens.publico.pt/imagens.aspx/1908884?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/16/culturaipsilon/noticia/casimiro-brito-19382024-poesia-exaltacao-erotica-2090721,Publicado
5,Dabney Coleman,92,O vilão cómico e chauvinista por excelência,https://imagens.publico.pt/imagens.aspx/1909445?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/18/culturaipsilon/noticia/dabney-coleman-19322024-vilao-comico-chauvinista-excelencia-2090964,Publicado
5,David Sanborn,78,Um saxofone que marcou a cultura pop,https://imagens.publico.pt/imagens.aspx/1909324?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/19/culturaipsilon/noticia/david-sanborn-19452024-saxofone-marcou-cultura-pop-varias-maneiras-2090799,Publicado
5,Ebrahim Raisi,63,Um político sem carisma escolhido pela sua docilidade,https://imagens.publico.pt/imagens.aspx/1909909?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/20/mundo/noticia/ebrahim-raisi-19602024-politico-carisma-escolhido-docilidade-2091180,Publicado
5,Morgan Spurlock,53,Realizador de <em>Super Size Me — 30 Dias de Fast Food</em>,https://imagens.publico.pt/imagens.aspx/1911446?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/24/culturaipsilon/noticia/morreu-morgan-spurlock-fez-documentarista-comer-mcdonalds-2091737,Publicado
5,Paul Parkman,91,O cientista que inventou a vacina da rubéola,https://imagens.publico.pt/imagens.aspx/1911317?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/26/ciencia/noticia/paul-parkman-19322024-cientista-inventou-vacina-rubeola-2091701,Publicado
5,Richard Sherman,95,Compositor de <em>Mary Poppins</em> e de <em>O Livro da Selva</em>,https://imagens.publico.pt/imagens.aspx/1911762?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/26/culturaipsilon/noticia/morreu-richard-sherman-compositor-mary-poppins-livro-selva-2091858,Publicado
5,Darryl Hickman,92,Uma das mais versáteis vedetas infantis de Hollywood,https://imagens.publico.pt/imagens.aspx/1911765?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/26/culturaipsilon/noticia/morreu-darryl-hickman-nasceu-actor-nove-anos-john-ford-2091854,Publicado
5,Santana Castilho,79,O professor que detestava o “eduquês”,https://imagens.publico.pt/imagens.aspx/1912747?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/05/29/sociedade/noticia/santana-castilho-19442024-2092303,Publicado
5,Bertien van Manen,89,Fotografar a vida como ela é,https://imagens.publico.pt/imagens.aspx/1917025?tp=UH&db=IMAGENS&type=JPG&w=500&act=resize,https://www.publico.pt/2024/06/16/culturaipsilon/noticia/bertien-van-manen-19352024-fotografar-vida-2094151,Publicado
